text,label
"Given nkssoi forward entails zvin, does nkssoi contradict not zvin?",0
"Given cbgvtuv contradicts cbgvtuv, does not cbgvtuv forward entail not cbgvtuv?",0
"Given cbgvtuv reverse entails artyhgaw, does artyhgaw contradict cbgvtuv?",0
"Given yqwyofx reverse entails pgsrvnu, does yqwyofx forward entail pgsrvnu?",0
"Given vco reverse entails biqodpk, does not vco reverse entail biqodpk?",0
"Given jdlxho reverse entails itlkjqbw, does not jdlxho contradict not itlkjqbw?",0
"Given zpd reverse entails lbz, does not lbz reverse entail not zpd?",1
"Given fwg forward entails sxslsvzu, does fwg reverse entail not sxslsvzu?",0
"Given zpkw reverse entails xkcfds, does not zpkw forward entail not xkcfds?",1
"Given artyhgaw contradicts artyhgaw, does artyhgaw reverse entail artyhgaw?",0
"Given hofvblho reverse entails alj, does alj contradict not hofvblho?",0
"Given jdlxho forward entails qpd, does not qpd contradict not jdlxho?",0
"Given jsas forward entails urjia, does urjia reverse entail not jsas?",0
"Given vptemmji reverse entails qehbbnq, does qehbbnq contradict not vptemmji?",0
"Given kkgzx forward entails ufrkekym, does kkgzx reverse entail ufrkekym?",0
"Given rpe reverse entails cdtkww, does not cdtkww forward entail not rpe?",0
"Given vyy reverse entails cyagfh, does cyagfh reverse entail not vyy?",0
"Given zvin reverse entails abc, does not zvin reverse entail not abc?",0
"Given nkssoi forward entails zvin, does not nkssoi contradict zvin?",0
"Given xwyh reverse entails krns, does xwyh forward entail krns?",0
"Given alj forward entails fffic, does not fffic forward entail alj?",0
"Given wwzd reverse entails sxslsvzu, does wwzd reverse entail not sxslsvzu?",0
"Given zpd reverse entails lbz, does zpd forward entail not lbz?",0
"Given jsas forward entails rsxh, does rsxh forward entail not jsas?",0
"Given vym reverse entails jqnpdsvu, does not jqnpdsvu reverse entail vym?",0
"Given taw reverse entails bwr, does bwr contradict taw?",0
"Given wosvqylw reverse entails oikcp, does oikcp contradict not wosvqylw?",0
"Given hrcumlo reverse entails aobo, does aobo forward entail not hrcumlo?",0
"Given qehbbnq forward entails vptemmji, does vptemmji forward entail not qehbbnq?",0
"Given zvin reverse entails nlcexuie, does not zvin forward entail not nlcexuie?",1
"Given gde forward entails pxdpdyd, does pxdpdyd reverse entail gde?",1
"Given uchw reverse entails gixwtx, does uchw forward entail gixwtx?",0
"Given hjbxasq reverse entails fsfsbwz, does not fsfsbwz reverse entail hjbxasq?",0
"Given wasb forward entails wricfmoe, does not wasb reverse entail not wricfmoe?",1
"Given fvn forward entails hofvblho, does fvn contradict not hofvblho?",0
"Given yczuna contradicts yczuna, does not yczuna forward entail not yczuna?",0
"Given jgggkqft forward entails jjb, does not jgggkqft contradict jjb?",0
"Given zinoyr reverse entails fpyroj, does fpyroj reverse entail zinoyr?",0
"Given jqgb forward entails ypl, does ypl forward entail jqgb?",0
"Given vym reverse entails cpof, does vym reverse entail not cpof?",0
"Given cyagfh forward entails vyy, does cyagfh forward entail not vyy?",0
"Given wztcjdvi contradicts wztcjdvi, does not wztcjdvi contradict not wztcjdvi?",1
"Given uqcao reverse entails iikppueq, does iikppueq forward entail not uqcao?",0
"Given hxhvyqsk forward entails qehbbnq, does not qehbbnq forward entail not hxhvyqsk?",1
"Given vym reverse entails jqnpdsvu, does not vym forward entail jqnpdsvu?",0
"Given hvhz forward entails lnc, does not hvhz contradict lnc?",0
"Given wjnl reverse entails cug, does cug forward entail wjnl?",1
"Given hjbxasq forward entails lqpnz, does hjbxasq contradict not lqpnz?",0
"Given wztcjdvi contradicts wztcjdvi, does wztcjdvi forward entail wztcjdvi?",0
"Given ezzk forward entails zpd, does not ezzk reverse entail zpd?",0
"Given ysytsje reverse entails hkc, does ysytsje forward entail not hkc?",0
"Given efyk forward entails rqqtrann, does not rqqtrann reverse entail not efyk?",0
"Given kmlln contradicts kmlln, does not kmlln forward entail kmlln?",1
"Given wosvqylw forward entails zgynq, does not zgynq forward entail not wosvqylw?",1
"Given hofvblho forward entails jqgb, does not hofvblho forward entail not jqgb?",0
"Given fqajj forward entails yjcb, does not yjcb reverse entail fqajj?",0
"Given vym contradicts vym, does not vym reverse entail vym?",1
"Given hvhz forward entails iohjrn, does iohjrn contradict hvhz?",0
"Given pdfx reverse entails lwqmhgf, does pdfx forward entail not lwqmhgf?",0
"Given yyodbckj reverse entails pgsrvnu, does pgsrvnu forward entail yyodbckj?",1
"Given fqajj forward entails ryz, does ryz contradict not fqajj?",0
"Given hvhz forward entails lnc, does lnc forward entail hvhz?",0
"Given ntcbps reverse entails cdtkww, does cdtkww reverse entail ntcbps?",0
"Given ogb forward entails pxdpdyd, does not ogb contradict pxdpdyd?",0
"Given aobo forward entails hrcumlo, does not aobo reverse entail not hrcumlo?",1
"Given qehbbnq reverse entails jlhnqyu, does jlhnqyu forward entail qehbbnq?",1
"Given wosvqylw reverse entails cbgvtuv, does not cbgvtuv forward entail not wosvqylw?",0
"Given vym reverse entails cpof, does vym forward entail cpof?",0
"Given yepgsj reverse entails gjbfdbfe, does not yepgsj reverse entail not gjbfdbfe?",0
"Given taqpu reverse entails bbnvlrz, does not taqpu contradict bbnvlrz?",0
"Given gde forward entails jjb, does jjb forward entail gde?",0
"Given jdlxho reverse entails itlkjqbw, does not itlkjqbw reverse entail not jdlxho?",1
"Given jqgb reverse entails fvn, does fvn reverse entail not jqgb?",0
"Given gptju forward entails jswwtf, does not jswwtf reverse entail not gptju?",0
"Given qehbbnq forward entails vptemmji, does not vptemmji contradict qehbbnq?",0
"Given pdfx reverse entails hrcumlo, does not pdfx forward entail not hrcumlo?",1
"Given kkgzx contradicts kkgzx, does not kkgzx contradict kkgzx?",0
"Given cqm forward entails mwqlwxd, does not cqm forward entail not mwqlwxd?",0
"Given wfmsuh forward entails wqkqzc, does not wfmsuh forward entail not wqkqzc?",0
"Given imit contradicts imit, does imit contradict not imit?",0
"Given xkcfds forward entails zpkw, does not xkcfds contradict zpkw?",0
"Given ufrkekym reverse entails kkgzx, does not ufrkekym reverse entail not kkgzx?",0
"Given lwqmhgf reverse entails fjvkmsh, does lwqmhgf contradict fjvkmsh?",0
"Given vym reverse entails jqnpdsvu, does not jqnpdsvu forward entail vym?",0
"Given vym reverse entails jjp, does jjp reverse entail vym?",0
"Given zhmix reverse entails vdpejjtp, does vdpejjtp contradict zhmix?",0
"Given xnszkz reverse entails tihpnuz, does tihpnuz reverse entail xnszkz?",0
"Given zinoyr forward entails zmre, does not zinoyr reverse entail zmre?",0
"Given ivysda contradicts ivysda, does ivysda forward entail not ivysda?",1
"Given rpe reverse entails cdtkww, does rpe contradict cdtkww?",0
"Given wzbkv reverse entails tihpnuz, does not tihpnuz forward entail not wzbkv?",0
"Given ntcbps reverse entails cdtkww, does not ntcbps reverse entail cdtkww?",0
"Given ycqbvkaj contradicts ycqbvkaj, does not ycqbvkaj forward entail not ycqbvkaj?",0
"Given xwxvb contradicts xwxvb, does not xwxvb reverse entail xwxvb?",1
"Given alj forward entails hofvblho, does not alj contradict hofvblho?",0
"Given rqlqxihi contradicts rqlqxihi, does rqlqxihi forward entail rqlqxihi?",0
"Given jqfixxcv contradicts jqfixxcv, does jqfixxcv forward entail not jqfixxcv?",1
"Given jzgf forward entails tvfkzen, does tvfkzen reverse entail not jzgf?",0
"Given urjia forward entails zmre, does not zmre forward entail not urjia?",1
"Given sohpxzlr reverse entails gzzzq, does not sohpxzlr forward entail not gzzzq?",1
"Given wosvqylw reverse entails ryz, does wosvqylw contradict ryz?",0
"Given cmslerbr forward entails jwnyvv, does not jwnyvv reverse entail not cmslerbr?",0
"Given yjcb reverse entails yczuna, does not yczuna contradict yjcb?",0
"Given yepgsj reverse entails gjbfdbfe, does gjbfdbfe reverse entail yepgsj?",0
"Given utohf reverse entails jsas, does jsas contradict utohf?",0
"Given wosvqylw reverse entails taw, does not taw contradict wosvqylw?",0
"Given wxj reverse entails gzet, does not wxj reverse entail not gzet?",0
"Given wqkqzc reverse entails wfmsuh, does wqkqzc forward entail wfmsuh?",0
"Given zisw reverse entails kcgpvsb, does not kcgpvsb contradict zisw?",0
"Given pbxq contradicts pbxq, does pbxq forward entail pbxq?",0
"Given uoylhxeh contradicts uoylhxeh, does not uoylhxeh forward entail uoylhxeh?",1
"Given mjhzk contradicts mjhzk, does mjhzk reverse entail mjhzk?",0
"Given fjvkmsh forward entails lwqmhgf, does lwqmhgf contradict not fjvkmsh?",0
"Given jswwtf reverse entails gptju, does gptju forward entail jswwtf?",1
"Given wepptuc reverse entails eylsujz, does not wepptuc contradict not eylsujz?",0
"Given jsas reverse entails gzet, does not gzet forward entail jsas?",0
"Given taqpu reverse entails bbnvlrz, does not bbnvlrz contradict not taqpu?",0
"Given sqp forward entails wbcnkxmz, does sqp reverse entail wbcnkxmz?",0
"Given jqzqhys forward entails wwzd, does not wwzd contradict jqzqhys?",0
"Given pbxq forward entails ubmtcwcr, does ubmtcwcr reverse entail not pbxq?",0
"Given taqpu reverse entails bbnvlrz, does taqpu forward entail bbnvlrz?",0
"Given imit forward entails wviwtujq, does not imit reverse entail not wviwtujq?",1
"Given pdfx reverse entails lwqmhgf, does lwqmhgf contradict pdfx?",0
"Given avb contradicts avb, does not avb forward entail avb?",1
"Given tjkngt contradicts tjkngt, does tjkngt forward entail tjkngt?",0
"Given ryz reverse entails fqajj, does fqajj contradict ryz?",0
"Given lbz reverse entails fsfsbwz, does not fsfsbwz reverse entail not lbz?",1
"Given yyzcwj contradicts yyzcwj, does yyzcwj reverse entail not yyzcwj?",1
"Given cug forward entails wjnl, does cug reverse entail not wjnl?",0
"Given wfmsuh forward entails wqkqzc, does wfmsuh forward entail not wqkqzc?",0
"Given wzbkv reverse entails uqcao, does not wzbkv contradict not uqcao?",0
"Given pxdpdyd reverse entails jqnpdsvu, does jqnpdsvu reverse entail not pxdpdyd?",0
"Given yczuna contradicts yczuna, does yczuna forward entail not yczuna?",1
"Given tihpnuz forward entails wzbkv, does wzbkv contradict tihpnuz?",0
"Given krx reverse entails fsfsbwz, does krx contradict not fsfsbwz?",0
"Given jswwtf reverse entails cug, does not cug forward entail not jswwtf?",0
"Given zpd reverse entails lbz, does not zpd forward entail lbz?",0
"Given byxhxsoc contradicts byxhxsoc, does not byxhxsoc reverse entail byxhxsoc?",1
"Given zvin reverse entails abc, does not abc reverse entail not zvin?",1
"Given yjcb reverse entails ogt, does not ogt reverse entail yjcb?",0
"Given zhmix reverse entails wzbkv, does wzbkv reverse entail not zhmix?",0
"Given bnmh forward entails krns, does krns contradict not bnmh?",0
"Given cbgvtuv forward entails wosvqylw, does wosvqylw contradict not cbgvtuv?",0
"Given zhmix reverse entails wzbkv, does not zhmix reverse entail not wzbkv?",0
"Given pdfx contradicts pdfx, does not pdfx contradict not pdfx?",1
"Given fpyroj forward entails zinoyr, does not fpyroj reverse entail not zinoyr?",1
"Given zvnb contradicts zvnb, does zvnb contradict zvnb?",1
"Given npxrezov forward entails sohpxzlr, does not sohpxzlr reverse entail not npxrezov?",0
"Given xaunhzg reverse entails gptju, does not xaunhzg reverse entail gptju?",0
"Given dhsdlexf contradicts dhsdlexf, does dhsdlexf reverse entail not dhsdlexf?",1
"Given ttips reverse entails oxdzjoda, does not oxdzjoda contradict ttips?",0
"Given xaunhzg reverse entails pek, does not xaunhzg forward entail not pek?",1
"Given utohf forward entails yln, does yln forward entail not utohf?",0
"Given kml reverse entails jqzqhys, does not kml forward entail jqzqhys?",0
"Given geopiwid forward entails jwnyvv, does jwnyvv forward entail not geopiwid?",0
"Given biqodpk forward entails vco, does not biqodpk forward entail not vco?",0
"Given ljnj forward entails zsnfjk, does ljnj reverse entail not zsnfjk?",0
"Given yczuna forward entails yjcb, does yczuna reverse entail yjcb?",0
"Given zinoyr forward entails zmre, does zmre reverse entail zinoyr?",1
"Given klzbjq reverse entails cdtkww, does not klzbjq reverse entail cdtkww?",0
"Given zvin reverse entails abc, does not zvin reverse entail abc?",0
"Given cmslerbr forward entails uqegks, does not cmslerbr forward entail uqegks?",0
"Given xoatpoe reverse entails oanc, does not xoatpoe contradict not oanc?",0
"Given oikcp forward entails ubmtcwcr, does not ubmtcwcr reverse entail oikcp?",0
"Given avb forward entails hcb, does avb contradict not hcb?",0
"Given qehbbnq reverse entails hxhvyqsk, does not qehbbnq reverse entail not hxhvyqsk?",0
"Given jjb reverse entails gde, does not jjb contradict gde?",0
"Given ivysda forward entails krns, does krns contradict not ivysda?",0
"Given wbcnkxmz reverse entails sqp, does not wbcnkxmz forward entail not sqp?",1
"Given gzet contradicts gzet, does not gzet reverse entail not gzet?",0
"Given ivysda reverse entails fpyroj, does fpyroj contradict ivysda?",0
"Given msc reverse entails ifwheicq, does not msc reverse entail ifwheicq?",0
"Given hcb forward entails taiuyu, does taiuyu contradict hcb?",0
"Given imit forward entails wviwtujq, does not imit reverse entail wviwtujq?",0
"Given qrwmkime reverse entails qapwypwu, does not qrwmkime forward entail qapwypwu?",0
"Given ecvmruua forward entails jlhnqyu, does ecvmruua contradict not jlhnqyu?",0
"Given ezzk forward entails zpd, does ezzk contradict not zpd?",0
"Given qrwmkime reverse entails qapwypwu, does qapwypwu contradict not qrwmkime?",0
"Given tvfkzen reverse entails bxoxu, does bxoxu reverse entail not tvfkzen?",0
"Given jwnyvv reverse entails cmslerbr, does not jwnyvv reverse entail not cmslerbr?",0
"Given pdfx contradicts pdfx, does not pdfx contradict pdfx?",0
"Given irpcoba contradicts irpcoba, does irpcoba forward entail not irpcoba?",1
"Given xoatpoe reverse entails gamf, does gamf contradict xoatpoe?",0
"Given fvn forward entails hofvblho, does not fvn contradict hofvblho?",0
"Given lwvc contradicts lwvc, does lwvc forward entail lwvc?",0
"Given raoio contradicts raoio, does raoio contradict raoio?",1
"Given zinoyr reverse entails kxoinqe, does not kxoinqe forward entail not zinoyr?",0
"Given avb forward entails hcb, does hcb contradict not avb?",0
"Given hofvblho forward entails jqgb, does not jqgb reverse entail hofvblho?",0
"Given wwzd reverse entails krns, does krns contradict wwzd?",0
"Given zsnfjk reverse entails tmfbqsuj, does zsnfjk forward entail not tmfbqsuj?",0
"Given hcb forward entails taiuyu, does taiuyu forward entail hcb?",0
"Given wwzd reverse entails ipwkctc, does wwzd contradict ipwkctc?",0
"Given yzynwt contradicts yzynwt, does not yzynwt reverse entail not yzynwt?",0
"Given hxhvyqsk reverse entails hhrt, does not hxhvyqsk contradict not hhrt?",0
"Given khbnl reverse entails cug, does not khbnl reverse entail cug?",0
"Given ktxfqqtk contradicts ktxfqqtk, does ktxfqqtk reverse entail not ktxfqqtk?",1
"Given jgggkqft contradicts jgggkqft, does jgggkqft reverse entail not jgggkqft?",1
"Given ezzk forward entails lwvc, does not ezzk reverse entail lwvc?",0
"Given qehbbnq reverse entails dhsdlexf, does not dhsdlexf forward entail not qehbbnq?",0
"Given tfwqhgy reverse entails rpe, does not rpe contradict tfwqhgy?",0
"Given kcgpvsb forward entails zisw, does not zisw contradict not kcgpvsb?",0
"Given zinoyr forward entails zmre, does zinoyr contradict zmre?",0
"Given jjb reverse entails gde, does jjb reverse entail not gde?",0
"Given yyodbckj contradicts yyodbckj, does not yyodbckj forward entail not yyodbckj?",0
"Given bxoxu contradicts bxoxu, does not bxoxu contradict not bxoxu?",1
"Given tgek forward entails vstdxajs, does vstdxajs contradict not tgek?",0
"Given tjkngt reverse entails pdfx, does pdfx forward entail tjkngt?",1
"Given hkc forward entails ysytsje, does not ysytsje reverse entail not hkc?",0
"Given sohpxzlr reverse entails gzzzq, does not sohpxzlr reverse entail gzzzq?",0
"Given cbgvtuv reverse entails artyhgaw, does not artyhgaw reverse entail not cbgvtuv?",1
"Given yln reverse entails rovjajtp, does rovjajtp reverse entail not yln?",0
"Given tihpnuz forward entails wzbkv, does not wzbkv forward entail tihpnuz?",0
"Given uqcao contradicts uqcao, does uqcao forward entail uqcao?",0
"Given jgggkqft forward entails sohpxzlr, does jgggkqft contradict sohpxzlr?",0
"Given gng contradicts gng, does not gng forward entail not gng?",0
"Given yqwyofx reverse entails pgsrvnu, does not yqwyofx forward entail pgsrvnu?",0
"Given utohf reverse entails jsas, does not jsas reverse entail utohf?",0
"Given taqpu contradicts taqpu, does taqpu contradict taqpu?",1
"Given dyk contradicts dyk, does not dyk reverse entail dyk?",1
"Given taw contradicts taw, does taw contradict taw?",1
"Given msc forward entails zxmznl, does zxmznl reverse entail msc?",1
"Given zinoyr forward entails zmre, does not zinoyr forward entail zmre?",0
"Given zvin reverse entails nkssoi, does nkssoi contradict not zvin?",0
"Given weufjoy reverse entails mwpjqeo, does not weufjoy reverse entail not mwpjqeo?",0
"Given tmfbqsuj forward entails zsnfjk, does not zsnfjk forward entail not tmfbqsuj?",1
"Given jjb reverse entails gde, does gde contradict not jjb?",0
"Given abc forward entails zvin, does abc reverse entail not zvin?",0
"Given cug forward entails wjnl, does not cug reverse entail not wjnl?",1
"Given zxmznl reverse entails msc, does zxmznl contradict not msc?",0
"Given ftfxv forward entails zinoyr, does not ftfxv forward entail zinoyr?",0
"Given vecaupf reverse entails jwnyvv, does not jwnyvv reverse entail vecaupf?",0
"Given lwvc reverse entails lbz, does not lwvc contradict not lbz?",0
"Given cug forward entails khbnl, does not cug reverse entail not khbnl?",1
"Given zxmznl reverse entails msc, does zxmznl forward entail not msc?",0
"Given cdtkww forward entails klzbjq, does klzbjq contradict cdtkww?",0
"Given hjbxasq reverse entails fsfsbwz, does hjbxasq contradict fsfsbwz?",0
"Given jgggkqft forward entails sohpxzlr, does sohpxzlr reverse entail jgggkqft?",1
"Given kxoinqe forward entails yqwyofx, does not yqwyofx reverse entail not kxoinqe?",0
"Given wwzd reverse entails jqzqhys, does not jqzqhys forward entail not wwzd?",0
"Given lbz reverse entails fsfsbwz, does not lbz reverse entail not fsfsbwz?",0
"Given xaunhzg contradicts xaunhzg, does xaunhzg reverse entail xaunhzg?",0
"Given qapwypwu forward entails qrwmkime, does not qrwmkime forward entail not qapwypwu?",1
"Given bxoxu forward entails weufjoy, does bxoxu forward entail not weufjoy?",0
"Given jvgomc forward entails zvnb, does not zvnb reverse entail jvgomc?",0
"Given ubmtcwcr reverse entails pbxq, does ubmtcwcr reverse entail not pbxq?",0
"Given rsxh reverse entails jsas, does jsas forward entail not rsxh?",0
"Given geopiwid forward entails jwnyvv, does geopiwid reverse entail not jwnyvv?",0
"Given pxdpdyd reverse entails ogb, does pxdpdyd forward entail not ogb?",0
"Given ykauwowv contradicts ykauwowv, does ykauwowv forward entail not ykauwowv?",1
"Given zvnb reverse entails jdwpknxd, does zvnb contradict jdwpknxd?",0
"Given msc reverse entails ifwheicq, does msc reverse entail not ifwheicq?",0
"Given ezzk contradicts ezzk, does ezzk contradict not ezzk?",0
"Given jwi contradicts jwi, does not jwi forward entail jwi?",1
"Given gtfczf forward entails kxoinqe, does kxoinqe contradict gtfczf?",0
"Given hvhz forward entails iohjrn, does iohjrn reverse entail hvhz?",1
"Given lwqmhgf reverse entails fjvkmsh, does not lwqmhgf reverse entail not fjvkmsh?",0
"Given msc reverse entails fjvkmsh, does not msc forward entail not fjvkmsh?",1
"Given qehbbnq reverse entails jlhnqyu, does not qehbbnq reverse entail jlhnqyu?",0
"Given rjlyb reverse entails gtfczf, does rjlyb contradict gtfczf?",0
"Given byxhxsoc contradicts byxhxsoc, does not byxhxsoc contradict not byxhxsoc?",1
"Given lwedvgiv reverse entails fsfbvwy, does fsfbvwy forward entail lwedvgiv?",1
"Given xkcfds reverse entails mwpjqeo, does xkcfds contradict not mwpjqeo?",0
"Given hofvblho reverse entails fvn, does not hofvblho contradict not fvn?",0
"Given hhrt contradicts hhrt, does hhrt forward entail not hhrt?",1
"Given gzet forward entails wxj, does not gzet contradict not wxj?",0
"Given jqzqhys forward entails wwzd, does wwzd contradict not jqzqhys?",0
"Given tvfkzen reverse entails jzgf, does not tvfkzen reverse entail jzgf?",0
"Given ypl reverse entails gzet, does not gzet reverse entail ypl?",0
"Given jqgb forward entails ypl, does ypl contradict jqgb?",0
"Given hhrt contradicts hhrt, does not hhrt reverse entail not hhrt?",0
"Given uqcao reverse entails iikppueq, does not iikppueq contradict not uqcao?",0
"Given qmbli contradicts qmbli, does not qmbli forward entail qmbli?",1
"Given weufjoy reverse entails bxoxu, does bxoxu reverse entail weufjoy?",0
"Given hkc forward entails ysytsje, does ysytsje forward entail not hkc?",0
"Given vym reverse entails jjp, does vym contradict not jjp?",0
"Given zmre reverse entails zinoyr, does not zinoyr forward entail not zmre?",0
"Given iikppueq forward entails mwpjqeo, does not mwpjqeo forward entail not iikppueq?",1
"Given qmbli reverse entails fmpph, does not fmpph contradict not qmbli?",0
"Given vco reverse entails biqodpk, does vco contradict biqodpk?",0
"Given vym reverse entails iikppueq, does not vym reverse entail not iikppueq?",0
"Given pgsrvnu reverse entails gjke, does not gjke reverse entail pgsrvnu?",0
"Given xnszkz reverse entails tihpnuz, does tihpnuz reverse entail not xnszkz?",0
"Given klzbjq reverse entails cdtkww, does not klzbjq reverse entail not cdtkww?",0
"Given nlcexuie forward entails zvin, does not zvin contradict not nlcexuie?",0
"Given cyagfh forward entails vyy, does not cyagfh contradict vyy?",0
"Given jswwtf reverse entails cug, does not cug reverse entail not jswwtf?",1
"Given urjia forward entails zmre, does not zmre contradict not urjia?",0
"Given qehbbnq reverse entails jlhnqyu, does jlhnqyu contradict qehbbnq?",0
"Given mwqlwxd reverse entails cqm, does not mwqlwxd forward entail cqm?",0
"Given afsrph forward entails zvin, does afsrph reverse entail not zvin?",0
"Given ryz forward entails wosvqylw, does not ryz contradict wosvqylw?",0
"Given ftfxv forward entails zinoyr, does zinoyr forward entail not ftfxv?",0
"Given awxm contradicts awxm, does not awxm forward entail not awxm?",0
"Given fyjzoy reverse entails bkycjet, does not fyjzoy reverse entail bkycjet?",0
"Given gzzzq forward entails sohpxzlr, does gzzzq reverse entail not sohpxzlr?",0
"Given ylr reverse entails ftfxv, does not ylr contradict ftfxv?",0
"Given zpkw reverse entails xkcfds, does not xkcfds forward entail zpkw?",0
"Given lbz forward entails zpd, does not zpd contradict lbz?",0
"Given yqwyofx reverse entails alj, does not yqwyofx reverse entail not alj?",0
"Given wbcnkxmz reverse entails sqp, does sqp forward entail not wbcnkxmz?",0
"Given ubmtcwcr reverse entails oikcp, does ubmtcwcr forward entail not oikcp?",0
"Given wasb reverse entails peys, does not peys forward entail not wasb?",0
"Given wzbkv reverse entails tihpnuz, does not tihpnuz contradict not wzbkv?",0
"Given peys forward entails wasb, does not wasb reverse entail not peys?",0
"Given wjnl reverse entails cug, does not wjnl forward entail not cug?",1
"Given fmggqj contradicts fmggqj, does fmggqj contradict not fmggqj?",0
"Given cug forward entails xaunhzg, does xaunhzg reverse entail cug?",1
"Given qehbbnq reverse entails dhsdlexf, does not qehbbnq reverse entail dhsdlexf?",0
"Given tgek reverse entails fyjzoy, does not fyjzoy forward entail not tgek?",0
"Given ntcbps reverse entails cdtkww, does ntcbps contradict cdtkww?",0
"Given ecvmruua contradicts ecvmruua, does not ecvmruua contradict ecvmruua?",0
"Given hjbxasq reverse entails fsfsbwz, does fsfsbwz contradict hjbxasq?",0
"Given sftoshur contradicts sftoshur, does not sftoshur forward entail not sftoshur?",0
"Given uqcao forward entails wzbkv, does not wzbkv forward entail uqcao?",0
"Given iikppueq forward entails uqcao, does iikppueq reverse entail uqcao?",0
"Given gjbfdbfe forward entails yzynwt, does not yzynwt reverse entail not gjbfdbfe?",0
"Given pxdpdyd reverse entails ogb, does ogb contradict not pxdpdyd?",0
"Given zisw reverse entails kcgpvsb, does not kcgpvsb reverse entail zisw?",0
"Given sxslsvzu forward entails wwzd, does wwzd reverse entail sxslsvzu?",1
"Given qehbbnq reverse entails dhsdlexf, does qehbbnq reverse entail not dhsdlexf?",0
"Given msc forward entails zxmznl, does not zxmznl contradict msc?",0
"Given ogcpusxa reverse entails mjhzk, does not ogcpusxa forward entail mjhzk?",0
"Given zgynq reverse entails wosvqylw, does not zgynq forward entail not wosvqylw?",1
"Given cug forward entails usnvrtxt, does not usnvrtxt reverse entail not cug?",0
"Given htlrjsdc contradicts htlrjsdc, does not htlrjsdc reverse entail htlrjsdc?",1
"Given lqpnz reverse entails hjbxasq, does hjbxasq contradict not lqpnz?",0
"Given oexyblwf forward entails uoylhxeh, does uoylhxeh forward entail not oexyblwf?",0
"Given gzet forward entails jsas, does not gzet reverse entail jsas?",0
"Given fmggqj contradicts fmggqj, does not fmggqj reverse entail not fmggqj?",0
"Given usnvrtxt reverse entails kux, does kux forward entail not usnvrtxt?",0
"Given yyzcwj contradicts yyzcwj, does not yyzcwj reverse entail yyzcwj?",1
"Given ftfxv forward entails ylr, does not ftfxv contradict ylr?",0
"Given jjb reverse entails jgggkqft, does jjb forward entail not jgggkqft?",0
"Given bkycjet forward entails fyjzoy, does bkycjet contradict not fyjzoy?",0
"Given rovjajtp forward entails yln, does yln contradict rovjajtp?",0
"Given jwnyvv reverse entails cmslerbr, does cmslerbr contradict not jwnyvv?",0
"Given xoatpoe contradicts xoatpoe, does not xoatpoe contradict xoatpoe?",0
"Given sftoshur contradicts sftoshur, does sftoshur forward entail sftoshur?",0
"Given fsfsbwz forward entails krx, does not krx reverse entail fsfsbwz?",0
"Given hvhz forward entails zrcaut, does not hvhz contradict zrcaut?",0
"Given zxtm reverse entails craat, does craat reverse entail zxtm?",0
"Given krns forward entails xwyh, does xwyh forward entail not krns?",0
"Given qoghpp forward entails xnszkz, does not xnszkz contradict qoghpp?",0
"Given utohf reverse entails jsas, does not utohf forward entail jsas?",0
"Given hjbxasq reverse entails fsfsbwz, does not hjbxasq forward entail fsfsbwz?",0
"Given vqpt contradicts vqpt, does not vqpt forward entail not vqpt?",0
"Given kcgpvsb forward entails zisw, does not kcgpvsb contradict zisw?",0
"Given jsas contradicts jsas, does jsas forward entail jsas?",0
"Given ogcpusxa reverse entails mjhzk, does not ogcpusxa contradict not mjhzk?",0
"Given pxdpdyd reverse entails jqnpdsvu, does not jqnpdsvu forward entail pxdpdyd?",0
"Given cmslerbr contradicts cmslerbr, does not cmslerbr reverse entail not cmslerbr?",0
"Given jqnpdsvu forward entails pxdpdyd, does pxdpdyd contradict not jqnpdsvu?",0
"Given gjbfdbfe forward entails yepgsj, does not yepgsj contradict gjbfdbfe?",0
"Given gde forward entails pxdpdyd, does pxdpdyd forward entail not gde?",0
"Given iohjrn reverse entails hvhz, does hvhz contradict iohjrn?",0
"Given wwzd reverse entails ipwkctc, does not wwzd contradict ipwkctc?",0
"Given cdtkww forward entails rpe, does not cdtkww forward entail not rpe?",0
"Given bxoxu contradicts bxoxu, does bxoxu contradict not bxoxu?",0
"Given gixwtx forward entails uchw, does not uchw forward entail not gixwtx?",1
"Given jwi reverse entails bwr, does jwi forward entail bwr?",0
"Given zvin reverse entails nkssoi, does nkssoi reverse entail not zvin?",0
"Given ftfxv forward entails zinoyr, does zinoyr contradict not ftfxv?",0
"Given qrwmkime reverse entails qapwypwu, does qapwypwu forward entail not qrwmkime?",0
"Given qehbbnq reverse entails gng, does qehbbnq forward entail not gng?",0
"Given hrcumlo reverse entails aobo, does not hrcumlo forward entail not aobo?",1
"Given alj forward entails fffic, does alj contradict not fffic?",0
"Given alj forward entails fffic, does not alj forward entail fffic?",0
"Given rqqtrann reverse entails efyk, does not rqqtrann contradict efyk?",0
"Given uhl reverse entails tfwqhgy, does uhl contradict tfwqhgy?",0
"Given ysytsje contradicts ysytsje, does not ysytsje contradict ysytsje?",0
"Given yjcb reverse entails fqajj, does not fqajj contradict not yjcb?",0
"Given vsrk contradicts vsrk, does not vsrk reverse entail vsrk?",1
"Given usnvrtxt reverse entails cug, does not cug forward entail usnvrtxt?",0
"Given erqnsxdm contradicts erqnsxdm, does not erqnsxdm contradict not erqnsxdm?",1
