,text,label
17503,"Given hkkur reverse entails cjirb, does few cjirb forward entail some hkkur?",1
17504,"Given tptap reverse entails ppzhm, does most tptap contradict most ppzhm?",0
17505,"Given gqwii forward entails sigap, does gqwii reverse entail one sigap?",0
17506,"Given lxxcr reverse entails avvej, does some avvej contradict few lxxcr?",0
17507,"Given itvud contradicts itvud, does any itvud forward entail not itvud?",1
17508,"Given lphzh reverse entails fqbnj, does any fqbnj forward entail each lphzh?",1
17509,"Given txnjl forward entails ywrar, does not txnjl contradict one ywrar?",0
17510,"Given vqlga reverse entails nvnhf, does some vqlga contradict one nvnhf?",0
17511,"Given yaxtz reverse entails dxkdt, does most yaxtz reverse entail most dxkdt?",0
17512,"Given khddc forward entails tptap, does each tptap contradict few khddc?",0
17513,"Given dsnjt reverse entails dccqn, does any dsnjt contradict one dccqn?",0
17514,"Given khddc reverse entails emken, does most emken forward entail few khddc?",1
17515,"Given wnewr reverse entails koehl, does most koehl forward entail any wnewr?",1
17516,"Given rawca reverse entails lwgjr, does some rawca contradict each lwgjr?",0
17517,"Given cbwwl forward entails kkodq, does not cbwwl forward entail some kkodq?",0
17518,"Given gnwny forward entails vqlga, does each gnwny contradict vqlga?",0
17519,"Given unpqq contradicts unpqq, does most unpqq reverse entail one unpqq?",0
17520,"Given bfcjk forward entails txnjl, does some bfcjk contradict one txnjl?",0
17521,"Given gnnle forward entails kkodq, does few kkodq contradict one gnnle?",0
17522,"Given kvxne reverse entails czcwo, does not kvxne contradict czcwo?",0
17523,"Given rbugr reverse entails atvpl, does not atvpl reverse entail rbugr?",0
17524,"Given nxuqq contradicts nxuqq, does some nxuqq reverse entail some nxuqq?",0
17525,"Given zpcna reverse entails gakmx, does most gakmx forward entail few zpcna?",1
17526,"Given tcjyb contradicts tcjyb, does one tcjyb reverse entail most tcjyb?",0
17527,"Given tojzs reverse entails nxwqi, does any nxwqi contradict few tojzs?",0
17528,"Given scbwg forward entails ufcvo, does any scbwg contradict some ufcvo?",0
17529,"Given fqbnj forward entails rxaio, does each fqbnj contradict not rxaio?",0
17530,"Given bkufw forward entails yaxtz, does any bkufw forward entail yaxtz?",0
17531,"Given qhpxn reverse entails cqlmr, does few qhpxn reverse entail most cqlmr?",0
17532,"Given czcwo contradicts czcwo, does each czcwo forward entail few czcwo?",0
17533,"Given bfcjk forward entails txnjl, does some bfcjk reverse entail each txnjl?",0
17534,"Given phxbf reverse entails nksyl, does some nksyl forward entail each phxbf?",1
17535,"Given gnwny forward entails vqlga, does not gnwny reverse entail any vqlga?",0
17536,"Given tcybx reverse entails fzuoz, does some fzuoz contradict any tcybx?",0
17537,"Given bfgtj forward entails hqmtp, does one hqmtp reverse entail each bfgtj?",1
17538,"Given aswgx contradicts aswgx, does each aswgx reverse entail not aswgx?",1
17539,"Given jhwcm reverse entails cjirb, does few jhwcm contradict each cjirb?",0
17540,"Given nyuhb reverse entails gvxfe, does few nyuhb forward entail any gvxfe?",0
17541,"Given tawze reverse entails aswgx, does any tawze forward entail most aswgx?",0
17542,"Given vvsuh reverse entails koeie, does some vvsuh reverse entail most koeie?",0
17543,"Given hkpok forward entails zcsro, does each hkpok contradict one zcsro?",0
17544,"Given zrech reverse entails kutwj, does each kutwj contradict one zrech?",0
17545,"Given nxwqi forward entails tojzs, does few tojzs reverse entail one nxwqi?",1
17546,"Given jyknb contradicts jyknb, does jyknb contradict jyknb?",1
17547,"Given ciylw contradicts ciylw, does few ciylw contradict few ciylw?",1
17548,"Given hfrjw contradicts hfrjw, does each hfrjw reverse entail one hfrjw?",0
17549,"Given rbugr reverse entails atvpl, does few rbugr contradict few atvpl?",0
17550,"Given cjirb forward entails hkkur, does not cjirb contradict one hkkur?",0
17551,"Given bdnbw forward entails uhuir, does few bdnbw forward entail not uhuir?",0
17552,"Given nxwqi contradicts nxwqi, does any nxwqi reverse entail most nxwqi?",0
17553,"Given vnwrt reverse entails oucev, does few oucev reverse entail vnwrt?",0
17554,"Given cbwwl forward entails kkodq, does one kkodq reverse entail some cbwwl?",1
17555,"Given galkp forward entails xmwrr, does any galkp contradict not xmwrr?",0
17556,"Given cbwwl forward entails kkodq, does each cbwwl contradict some kkodq?",0
17557,"Given klzai contradicts klzai, does any klzai forward entail one klzai?",0
17558,"Given yzssn reverse entails cqlmr, does some cqlmr forward entail any yzssn?",1
17559,"Given fzuoz forward entails hqmtp, does some fzuoz contradict some hqmtp?",0
17560,"Given yqqjz contradicts yqqjz, does any yqqjz reverse entail few yqqjz?",0
17561,"Given slmah forward entails xyeaw, does most xyeaw contradict each slmah?",0
17562,"Given hfrjw forward entails kutwj, does one kutwj forward entail one hfrjw?",0
17563,"Given jfdlw reverse entails guycs, does some guycs contradict some jfdlw?",0
17564,"Given lphzh reverse entails hkkur, does each hkkur forward entail few lphzh?",1
17565,"Given avfll contradicts avfll, does avfll contradict each avfll?",1
17566,"Given xrwvq contradicts xrwvq, does some xrwvq reverse entail each xrwvq?",0
17567,"Given xrwvq reverse entails jffdm, does few jffdm reverse entail any xrwvq?",0
17568,"Given cbwwl forward entails kkodq, does one kkodq contradict few cbwwl?",0
17569,"Given tptap reverse entails ppzhm, does each ppzhm contradict one tptap?",0
17570,"Given czcwo contradicts czcwo, does few czcwo contradict czcwo?",1
17571,"Given ppzhm forward entails tptap, does each tptap forward entail any ppzhm?",0
17572,"Given vjjwl contradicts vjjwl, does some vjjwl contradict not vjjwl?",0
17573,"Given fvgvb reverse entails avvej, does one avvej forward entail few fvgvb?",1
17574,"Given htluh reverse entails fvgvb, does most fvgvb reverse entail htluh?",0
17575,"Given itvud contradicts itvud, does few itvud contradict not itvud?",0
17576,"Given kxajv reverse entails gpouj, does most kxajv reverse entail not gpouj?",0
17577,"Given hnppk contradicts hnppk, does not hnppk reverse entail some hnppk?",1
17578,"Given ovdys reverse entails avvej, does some avvej reverse entail most ovdys?",0
17579,"Given gnwny forward entails nvnhf, does most nvnhf contradict one gnwny?",0
17580,"Given guycs forward entails jfdlw, does most guycs contradict most jfdlw?",0
17581,"Given koehl forward entails lwgjr, does one lwgjr reverse entail koehl?",1
17582,"Given ruwjq reverse entails irzse, does each irzse forward entail not ruwjq?",0
17583,"Given kxajv contradicts kxajv, does one kxajv forward entail some kxajv?",0
17584,"Given kvrzt contradicts kvrzt, does one kvrzt forward entail each kvrzt?",0
17585,"Given gvxfe reverse entails avvej, does any gvxfe reverse entail most avvej?",0
17586,"Given jmurm contradicts jmurm, does one jmurm reverse entail few jmurm?",0
17587,"Given mgqwj forward entails vcdba, does one mgqwj forward entail each vcdba?",0
17588,"Given izdyj contradicts izdyj, does izdyj forward entail not izdyj?",1
17589,"Given mkcnc reverse entails bkufw, does few bkufw contradict each mkcnc?",0
17590,"Given lqfzk forward entails yrqzb, does each lqfzk forward entail each yrqzb?",0
17591,"Given ykhdb reverse entails vjjwl, does not ykhdb contradict vjjwl?",0
17592,"Given lwgjr reverse entails aucsa, does few lwgjr forward entail each aucsa?",0
17593,"Given zrech contradicts zrech, does zrech reverse entail few zrech?",0
17594,"Given mmxmg forward entails vvsuh, does any mmxmg forward entail not vvsuh?",0
17595,"Given nksyl contradicts nksyl, does one nksyl contradict each nksyl?",1
17596,"Given jyknb contradicts jyknb, does each jyknb reverse entail most jyknb?",0
17597,"Given ztpct reverse entails qyhjg, does each qyhjg contradict any ztpct?",0
17598,"Given hgrtf reverse entails chvfb, does some chvfb reverse entail few hgrtf?",0
17599,"Given bbdat contradicts bbdat, does few bbdat contradict one bbdat?",1
17600,"Given xrwvq reverse entails glgzo, does few glgzo reverse entail most xrwvq?",0
17601,"Given kzppp contradicts kzppp, does most kzppp contradict any kzppp?",1
17602,"Given ndzbt contradicts ndzbt, does few ndzbt forward entail not ndzbt?",1
17603,"Given yaxtz contradicts yaxtz, does one yaxtz contradict each yaxtz?",1
17604,"Given slmah reverse entails ryxfd, does most slmah reverse entail any ryxfd?",0
17605,"Given qnxcn contradicts qnxcn, does some qnxcn reverse entail most qnxcn?",0
17606,"Given jlrja contradicts jlrja, does not jlrja contradict one jlrja?",0
17607,"Given tojzs reverse entails tawze, does each tawze forward entail some tojzs?",1
17608,"Given irtrk contradicts irtrk, does most irtrk contradict irtrk?",1
17609,"Given mmxmg contradicts mmxmg, does mmxmg reverse entail each mmxmg?",0
17610,"Given rkiiv forward entails txnjl, does not rkiiv contradict any txnjl?",0
17611,"Given rawca reverse entails ciylw, does not ciylw forward entail not rawca?",0
17612,"Given koeie reverse entails kefna, does few koeie contradict one kefna?",0
17613,"Given wsekk contradicts wsekk, does most wsekk contradict not wsekk?",0
17614,"Given odrwt contradicts odrwt, does one odrwt reverse entail one odrwt?",0
17615,"Given nksyl forward entails xmswp, does few nksyl contradict any xmswp?",0
17616,"Given txnjl forward entails ywrar, does not ywrar reverse entail most txnjl?",0
17617,"Given dxkdt forward entails yaxtz, does each yaxtz contradict each dxkdt?",0
17618,"Given fglta forward entails jtvcy, does fglta reverse entail few jtvcy?",0
17619,"Given nyuhb reverse entails gvxfe, does few nyuhb contradict not gvxfe?",0
17620,"Given umttb contradicts umttb, does one umttb contradict any umttb?",1
17621,"Given hfrjw forward entails kutwj, does each kutwj contradict one hfrjw?",0
17622,"Given kzppp forward entails xokyg, does each kzppp forward entail any xokyg?",0
17623,"Given aassh contradicts aassh, does each aassh forward entail aassh?",0
17624,"Given ifwzm contradicts ifwzm, does each ifwzm contradict any ifwzm?",1
17625,"Given mtaiq reverse entails jwpfi, does not mtaiq forward entail most jwpfi?",0
17626,"Given dxkdt forward entails yaxtz, does yaxtz forward entail dxkdt?",0
17627,"Given feqrx contradicts feqrx, does not feqrx reverse entail each feqrx?",1
17628,"Given zhmew reverse entails pinrq, does some pinrq forward entail not zhmew?",0
17629,"Given hfrjw forward entails nxzwo, does some nxzwo contradict some hfrjw?",0
17630,"Given nksyl forward entails xmswp, does most nksyl forward entail not xmswp?",0
17631,"Given kvrzt contradicts kvrzt, does each kvrzt reverse entail not kvrzt?",1
17632,"Given zyeej reverse entails osexv, does any osexv forward entail any zyeej?",1
17633,"Given izzra forward entails vvsuh, does most izzra reverse entail vvsuh?",0
17634,"Given ptqrf contradicts ptqrf, does any ptqrf forward entail not ptqrf?",1
17635,"Given xjwfm reverse entails bbdat, does bbdat forward entail some xjwfm?",1
17636,"Given aswgx contradicts aswgx, does any aswgx reverse entail most aswgx?",0
17637,"Given xmswp reverse entails nksyl, does few nksyl reverse entail any xmswp?",0
17638,"Given kkodq reverse entails cbwwl, does not cbwwl contradict any kkodq?",0
17639,"Given nxzwo reverse entails hfrjw, does some hfrjw contradict any nxzwo?",0
17640,"Given galkp contradicts galkp, does one galkp forward entail one galkp?",0
17641,"Given wpymi contradicts wpymi, does wpymi contradict each wpymi?",1
17642,"Given ehygp contradicts ehygp, does few ehygp forward entail some ehygp?",0
17643,"Given bermx forward entails whlqi, does few whlqi reverse entail each bermx?",1
17644,"Given wqfgl reverse entails lphzh, does one wqfgl contradict not lphzh?",0
17645,"Given cmxgg contradicts cmxgg, does cmxgg reverse entail any cmxgg?",0
17646,"Given odqnp forward entails vcdba, does not odqnp contradict few vcdba?",0
17647,"Given kkodq reverse entails gnnle, does not kkodq forward entail any gnnle?",0
17648,"Given ravri reverse entails iesaj, does any ravri contradict one iesaj?",0
17649,"Given bfpjo contradicts bfpjo, does few bfpjo contradict bfpjo?",1
17650,"Given vvqxe reverse entails dsffk, does vvqxe reverse entail some dsffk?",0
17651,"Given ggekd contradicts ggekd, does some ggekd contradict not ggekd?",0
17652,"Given dsffk forward entails vvqxe, does one vvqxe contradict one dsffk?",0
17653,"Given xnbjo reverse entails jwtms, does most xnbjo contradict most jwtms?",0
17654,"Given zpcna reverse entails gakmx, does one gakmx reverse entail some zpcna?",0
17655,"Given seimf contradicts seimf, does any seimf forward entail each seimf?",0
17656,"Given zgjad reverse entails zcsro, does one zgjad contradict few zcsro?",0
17657,"Given sntpw reverse entails gvecs, does each sntpw reverse entail each gvecs?",0
17658,"Given secik reverse entails qfsbj, does some secik forward entail not qfsbj?",0
17659,"Given cpcwh reverse entails ciylw, does some cpcwh contradict few ciylw?",0
17660,"Given czcwo forward entails kvxne, does kvxne contradict any czcwo?",0
17661,"Given eagcj forward entails mgqwj, does some mgqwj forward entail few eagcj?",0
17662,"Given jwivp forward entails yhhic, does each yhhic forward entail most jwivp?",0
17663,"Given yaxtz contradicts yaxtz, does not yaxtz contradict most yaxtz?",0
17664,"Given jhwcm reverse entails cjirb, does any jhwcm forward entail one cjirb?",0
17665,"Given bfcjk forward entails cbwwl, does some bfcjk forward entail any cbwwl?",0
17666,"Given uvzqd forward entails vdque, does any uvzqd contradict few vdque?",0
17667,"Given klzai forward entails qebiw, does most klzai contradict not qebiw?",0
17668,"Given prbgm contradicts prbgm, does most prbgm contradict one prbgm?",1
17669,"Given xrwvq contradicts xrwvq, does one xrwvq reverse entail some xrwvq?",0
17670,"Given rbugr reverse entails atvpl, does not rbugr forward entail any atvpl?",0
17671,"Given odrwt contradicts odrwt, does each odrwt reverse entail odrwt?",0
17672,"Given hmmow reverse entails glgzo, does any glgzo contradict not hmmow?",0
17673,"Given qcmrb forward entails rawca, does any qcmrb contradict most rawca?",0
17674,"Given itvud contradicts itvud, does some itvud reverse entail one itvud?",0
17675,"Given ehygp forward entails qnxcn, does some qnxcn forward entail one ehygp?",0
17676,"Given czcwo contradicts czcwo, does some czcwo forward entail some czcwo?",0
17677,"Given oatfz reverse entails mkcnc, does not oatfz reverse entail one mkcnc?",0
17678,"Given umjbg contradicts umjbg, does most umjbg contradict umjbg?",1
17679,"Given avvej contradicts avvej, does any avvej reverse entail few avvej?",0
17680,"Given dsffk forward entails vvqxe, does each dsffk reverse entail vvqxe?",0
17681,"Given gkxsx contradicts gkxsx, does gkxsx contradict not gkxsx?",0
17682,"Given rxaio reverse entails fqbnj, does each fqbnj contradict any rxaio?",0
17683,"Given iufyu forward entails ornzn, does not ornzn forward entail any iufyu?",0
17684,"Given enpbd contradicts enpbd, does one enpbd reverse entail few enpbd?",0
17685,"Given oshkw forward entails sovsy, does any oshkw forward entail each sovsy?",0
17686,"Given hkkur contradicts hkkur, does hkkur forward entail any hkkur?",0
17687,"Given llihr reverse entails dquet, does one dquet reverse entail some llihr?",0
17688,"Given fzuoz forward entails tcybx, does any fzuoz contradict each tcybx?",0
17689,"Given oucev contradicts oucev, does some oucev reverse entail any oucev?",0
17690,"Given khddc reverse entails emken, does not khddc forward entail not emken?",1
17691,"Given ciylw forward entails cpcwh, does most ciylw forward entail cpcwh?",0
17692,"Given galkp forward entails xmwrr, does some xmwrr contradict any galkp?",0
17693,"Given muchy contradicts muchy, does some muchy reverse entail not muchy?",1
17694,"Given umjbg contradicts umjbg, does each umjbg reverse entail not umjbg?",1
17695,"Given uvzqd forward entails vdque, does few vdque forward entail one uvzqd?",0
17696,"Given jwivp forward entails yhhic, does not yhhic contradict most jwivp?",0
17697,"Given fqbnj forward entails lphzh, does one lphzh contradict each fqbnj?",0
17698,"Given glgzo forward entails xrwvq, does each xrwvq forward entail some glgzo?",0
17699,"Given jvpkd contradicts jvpkd, does one jvpkd reverse entail one jvpkd?",0
17700,"Given avvej forward entails lxxcr, does lxxcr reverse entail any avvej?",1
17701,"Given txnjl forward entails ywrar, does most ywrar contradict some txnjl?",0
17702,"Given bxbry contradicts bxbry, does few bxbry forward entail some bxbry?",0
17703,"Given oucev forward entails vnwrt, does one vnwrt forward entail few oucev?",0
17704,"Given lwgjr reverse entails aucsa, does some aucsa forward entail some lwgjr?",1
17705,"Given secik reverse entails qfsbj, does any qfsbj contradict not secik?",0
17706,"Given nksyl contradicts nksyl, does some nksyl reverse entail few nksyl?",0
17707,"Given algly contradicts algly, does most algly forward entail not algly?",1
17708,"Given izzra reverse entails fpmbp, does izzra reverse entail one fpmbp?",0
17709,"Given ifwzm forward entails ymxeq, does few ifwzm forward entail any ymxeq?",0
17710,"Given oltej reverse entails ehbfl, does most ehbfl forward entail some oltej?",1
17711,"Given shnni contradicts shnni, does one shnni reverse entail some shnni?",0
17712,"Given dquet forward entails llihr, does most dquet reverse entail few llihr?",0
17713,"Given ztpct reverse entails qyhjg, does few qyhjg reverse entail one ztpct?",0
17714,"Given kxajv reverse entails gpouj, does any kxajv reverse entail some gpouj?",0
17715,"Given odrwt reverse entails agvud, does not odrwt forward entail not agvud?",1
17716,"Given vqlga reverse entails nvnhf, does few nvnhf reverse entail most vqlga?",0
17717,"Given wqfgl reverse entails lphzh, does some wqfgl reverse entail lphzh?",0
17718,"Given gnnle forward entails lwgjr, does one lwgjr contradict each gnnle?",0
17719,"Given cgxoj contradicts cgxoj, does each cgxoj forward entail most cgxoj?",0
17720,"Given bdnbw contradicts bdnbw, does few bdnbw forward entail bdnbw?",0
17721,"Given bcrre forward entails nvnhf, does most bcrre reverse entail any nvnhf?",0
17722,"Given czcwo forward entails kvxne, does not kvxne forward entail not czcwo?",1
17723,"Given secik reverse entails cvrwh, does some secik contradict most cvrwh?",0
17724,"Given kutwj contradicts kutwj, does some kutwj contradict not kutwj?",0
17725,"Given dqbje forward entails hgrtf, does one hgrtf contradict dqbje?",0
17726,"Given irzse contradicts irzse, does one irzse reverse entail not irzse?",1
17727,"Given bfgtj forward entails zhmew, does not zhmew forward entail any bfgtj?",0
17728,"Given izdyj contradicts izdyj, does some izdyj reverse entail some izdyj?",0
17729,"Given tojzs reverse entails tawze, does few tawze contradict few tojzs?",0
17730,"Given jxbse forward entails rdhcd, does rdhcd contradict each jxbse?",0
17731,"Given dzgky forward entails hkkur, does few hkkur reverse entail few dzgky?",1
17732,"Given zhmew reverse entails bfgtj, does few bfgtj contradict few zhmew?",0
17733,"Given gakmx forward entails zpcna, does each gakmx reverse entail zpcna?",0
17734,"Given bfcjk forward entails cbwwl, does not bfcjk reverse entail not cbwwl?",1
17735,"Given gvxfe contradicts gvxfe, does not gvxfe contradict most gvxfe?",0
17736,"Given vvqxe reverse entails dsffk, does not dsffk reverse entail most vvqxe?",0
17737,"Given fvgvb forward entails sigap, does few fvgvb reverse entail not sigap?",0
17738,"Given sovsy reverse entails kxajv, does most sovsy forward entail few kxajv?",0
17739,"Given zrech reverse entails kutwj, does kutwj reverse entail few zrech?",0
17740,"Given jyknb forward entails owkve, does one jyknb reverse entail each owkve?",0
17741,"Given qhpxn reverse entails jhwcm, does any qhpxn contradict few jhwcm?",0
17742,"Given osexv forward entails zyeej, does osexv forward entail few zyeej?",0
17743,"Given ishyf forward entails qhpxn, does few ishyf contradict not qhpxn?",0
17744,"Given lxxcr contradicts lxxcr, does each lxxcr forward entail any lxxcr?",0
17745,"Given fzuoz forward entails hqmtp, does most fzuoz contradict few hqmtp?",0
17746,"Given zbnab contradicts zbnab, does any zbnab contradict any zbnab?",1
17747,"Given vvsuh reverse entails mmxmg, does not vvsuh reverse entail few mmxmg?",0
17748,"Given ndxll contradicts ndxll, does any ndxll forward entail any ndxll?",0
17749,"Given mtaiq reverse entails galkp, does one galkp forward entail few mtaiq?",1
17750,"Given ehbfl forward entails wqfgl, does any wqfgl forward entail each ehbfl?",0
17751,"Given dsffk forward entails vvqxe, does any dsffk forward entail each vvqxe?",0
17752,"Given hfrjw forward entails myaix, does some myaix reverse entail some hfrjw?",1
17753,"Given gvxfe reverse entails avvej, does each avvej reverse entail some gvxfe?",0
17754,"Given vnwrt reverse entails oucev, does one vnwrt contradict any oucev?",0
17755,"Given kvxne reverse entails hqmtp, does few hqmtp contradict each kvxne?",0
17756,"Given cjirb forward entails xednx, does each cjirb contradict few xednx?",0
17757,"Given dsnjt reverse entails dccqn, does few dsnjt reverse entail some dccqn?",0
17758,"Given jvpkd contradicts jvpkd, does any jvpkd forward entail not jvpkd?",1
17759,"Given okddw reverse entails hfrjw, does not okddw contradict most hfrjw?",0
17760,"Given fexar contradicts fexar, does some fexar reverse entail few fexar?",0
17761,"Given jvpkd contradicts jvpkd, does any jvpkd reverse entail one jvpkd?",0
17762,"Given oucev forward entails vnwrt, does some vnwrt reverse entail oucev?",1
17763,"Given fvgvb reverse entails avvej, does most fvgvb reverse entail avvej?",0
17764,"Given rfdyr contradicts rfdyr, does rfdyr forward entail not rfdyr?",1
17765,"Given hfrjw contradicts hfrjw, does any hfrjw contradict some hfrjw?",1
17766,"Given enmvf forward entails kefna, does some enmvf contradict one kefna?",0
17767,"Given zpcna reverse entails gakmx, does gakmx contradict any zpcna?",0
17768,"Given oshkw reverse entails dccqn, does not oshkw reverse entail one dccqn?",0
17769,"Given cqlmr contradicts cqlmr, does any cqlmr forward entail any cqlmr?",0
17770,"Given ywrar reverse entails txnjl, does not ywrar reverse entail most txnjl?",0
17771,"Given glgzo forward entails hmmow, does some hmmow reverse entail most glgzo?",1
17772,"Given umttb contradicts umttb, does umttb reverse entail not umttb?",1
17773,"Given bkufw forward entails yaxtz, does any yaxtz reverse entail not bkufw?",0
17774,"Given gnwny contradicts gnwny, does not gnwny reverse entail any gnwny?",1
17775,"Given prbgm contradicts prbgm, does not prbgm contradict few prbgm?",0
17776,"Given pciwr contradicts pciwr, does pciwr reverse entail some pciwr?",0
17777,"Given umjbg forward entails wvbnk, does each wvbnk reverse entail not umjbg?",0
17778,"Given uvzqd forward entails vdque, does one vdque contradict one uvzqd?",0
17779,"Given bkcpo contradicts bkcpo, does some bkcpo contradict most bkcpo?",1
17780,"Given dccqn forward entails oshkw, does most dccqn contradict not oshkw?",0
17781,"Given koehl forward entails lwgjr, does each koehl contradict any lwgjr?",0
17782,"Given cvrwh forward entails secik, does some cvrwh contradict not secik?",0
17783,"Given unpqq contradicts unpqq, does some unpqq reverse entail few unpqq?",0
17784,"Given zgjad reverse entails jyknb, does some jyknb contradict each zgjad?",0
17785,"Given odrwt contradicts odrwt, does most odrwt reverse entail odrwt?",0
17786,"Given koeie contradicts koeie, does few koeie forward entail some koeie?",0
17787,"Given vjjwl forward entails ykhdb, does each ykhdb reverse entail most vjjwl?",1
17788,"Given eoxbu forward entails zramr, does one eoxbu reverse entail not zramr?",0
17789,"Given sntpw reverse entails gvecs, does most gvecs forward entail most sntpw?",1
17790,"Given myovk forward entails xrucq, does each xrucq contradict any myovk?",0
17791,"Given llihr forward entails nksyl, does not nksyl reverse entail one llihr?",0
17792,"Given zrech reverse entails kutwj, does zrech forward entail kutwj?",0
17793,"Given pinrq reverse entails dktsk, does dktsk reverse entail one pinrq?",0
17794,"Given lphzh reverse entails fqbnj, does each lphzh forward entail not fqbnj?",0
17795,"Given odqnp forward entails vcdba, does not odqnp contradict vcdba?",0
17796,"Given enpbd contradicts enpbd, does most enpbd contradict enpbd?",1
17797,"Given oltej reverse entails ehbfl, does ehbfl reverse entail oltej?",0
17798,"Given siytn contradicts siytn, does each siytn forward entail each siytn?",0
17799,"Given hfrjw forward entails kutwj, does any kutwj reverse entail any hfrjw?",1
17800,"Given vvsuh reverse entails koeie, does some koeie forward entail some vvsuh?",1
17801,"Given bnswz contradicts bnswz, does few bnswz forward entail most bnswz?",0
17802,"Given dohap contradicts dohap, does dohap contradict some dohap?",1
17803,"Given nxwqi forward entails tojzs, does few tojzs forward entail some nxwqi?",0
17804,"Given fpmbp forward entails mmxmg, does fpmbp forward entail each mmxmg?",0
17805,"Given cvilp forward entails gjmcg, does most cvilp reverse entail one gjmcg?",0
17806,"Given cgjxa forward entails dtxdf, does each cgjxa forward entail dtxdf?",0
17807,"Given oatfz reverse entails jyknb, does oatfz forward entail any jyknb?",0
17808,"Given sovsy reverse entails ehbfl, does most sovsy reverse entail ehbfl?",0
17809,"Given fexar forward entails fwqbd, does fwqbd contradict some fexar?",0
17810,"Given cvilp forward entails gwlhp, does most cvilp reverse entail not gwlhp?",0
17811,"Given okddw reverse entails cgxoj, does okddw contradict one cgxoj?",0
17812,"Given rdhcd reverse entails jxbse, does few jxbse contradict each rdhcd?",0
17813,"Given mgqwj reverse entails eagcj, does most eagcj contradict not mgqwj?",0
17814,"Given bfcjk forward entails cbwwl, does not bfcjk forward entail cbwwl?",0
17815,"Given itvud contradicts itvud, does one itvud forward entail few itvud?",0
17816,"Given lkuji contradicts lkuji, does few lkuji reverse entail one lkuji?",0
17817,"Given izzra contradicts izzra, does one izzra reverse entail izzra?",0
17818,"Given fjpod reverse entails dpqqn, does any fjpod reverse entail dpqqn?",0
17819,"Given pciwr contradicts pciwr, does some pciwr contradict any pciwr?",1
17820,"Given jscmw reverse entails dpqqn, does one dpqqn forward entail one jscmw?",1
17821,"Given wqfgl contradicts wqfgl, does each wqfgl contradict some wqfgl?",1
17822,"Given wpymi contradicts wpymi, does any wpymi contradict few wpymi?",1
17823,"Given ceenz contradicts ceenz, does some ceenz forward entail most ceenz?",0
17824,"Given avvej forward entails lxxcr, does most avvej contradict most lxxcr?",0
17825,"Given owkve reverse entails jyknb, does one jyknb contradict few owkve?",0
17826,"Given bfcjk forward entails txnjl, does each txnjl forward entail each bfcjk?",0
17827,"Given xokyg contradicts xokyg, does not xokyg contradict few xokyg?",0
17828,"Given ymxeq contradicts ymxeq, does some ymxeq forward entail ymxeq?",0
17829,"Given lwgjr reverse entails aucsa, does lwgjr reverse entail most aucsa?",0
17830,"Given koeie reverse entails kefna, does each koeie forward entail not kefna?",0
17831,"Given htluh reverse entails dpqqn, does htluh reverse entail each dpqqn?",0
17832,"Given rfdyr contradicts rfdyr, does one rfdyr forward entail few rfdyr?",0
17833,"Given wnewr reverse entails koehl, does any koehl contradict not wnewr?",0
17834,"Given xrwvq reverse entails glgzo, does not glgzo contradict one xrwvq?",0
17835,"Given ovdys reverse entails avvej, does each avvej contradict most ovdys?",0
17836,"Given lwgjr reverse entails gnnle, does some lwgjr contradict not gnnle?",0
17837,"Given jyknb forward entails zgjad, does some zgjad forward entail jyknb?",0
17838,"Given oaucg reverse entails cpcwh, does few oaucg forward entail any cpcwh?",0
17839,"Given rqhtj contradicts rqhtj, does few rqhtj contradict most rqhtj?",1
17840,"Given tbtsv reverse entails dsnjt, does any dsnjt forward entail one tbtsv?",1
17841,"Given xlkwn reverse entails bkcpo, does most bkcpo forward entail most xlkwn?",1
17842,"Given gnnle contradicts gnnle, does not gnnle forward entail some gnnle?",1
17843,"Given mmxmg forward entails vvsuh, does one mmxmg contradict not vvsuh?",0
17844,"Given dsnjt contradicts dsnjt, does one dsnjt reverse entail some dsnjt?",0
17845,"Given qnxcn contradicts qnxcn, does each qnxcn reverse entail not qnxcn?",1
17846,"Given glgzo forward entails xrwvq, does glgzo reverse entail few xrwvq?",0
17847,"Given oshkw reverse entails lqfzk, does not oshkw reverse entail one lqfzk?",0
17848,"Given joxkc contradicts joxkc, does joxkc contradict not joxkc?",0
17849,"Given kvrzt reverse entails koeie, does any kvrzt reverse entail few koeie?",0
17850,"Given emken forward entails khddc, does any emken forward entail not khddc?",0
17851,"Given nxuqq contradicts nxuqq, does each nxuqq reverse entail any nxuqq?",0
17852,"Given zgolc reverse entails htluh, does zgolc contradict most htluh?",0
17853,"Given avvej forward entails gvxfe, does any gvxfe contradict avvej?",0
17854,"Given nvnhf contradicts nvnhf, does one nvnhf reverse entail most nvnhf?",0
17855,"Given kkodq reverse entails gnnle, does not gnnle contradict most kkodq?",0
17856,"Given vjjwl forward entails ykhdb, does some vjjwl reverse entail few ykhdb?",0
17857,"Given hgrtf reverse entails chvfb, does some chvfb forward entail some hgrtf?",1
17858,"Given rxaio contradicts rxaio, does one rxaio reverse entail most rxaio?",0
17859,"Given hzekq contradicts hzekq, does not hzekq contradict few hzekq?",0
17860,"Given guycs forward entails jfdlw, does jfdlw reverse entail some guycs?",1
17861,"Given rawca reverse entails ciylw, does some rawca reverse entail some ciylw?",0
17862,"Given vvsuh reverse entails koeie, does some vvsuh forward entail each koeie?",0
17863,"Given secik contradicts secik, does most secik contradict some secik?",1
